src,Y111,Y112,Y113,Y114,Y121,Y122,Y123,Y211,Y212,Y213,Y214,Y221,Y222,Y223,Y224,Y231,Y232,Y233,Y234,Y311,Y312,Y313,Y314,Y321,Y322,Y323,Y324,Y331,Y332,Y333,Y334,Y411,Y412,Y413,Y414,Y421,Y422,Y423,Y511,Y512,Y513,Y514,Y521,Y522,Y523,Y524,Y531,Y532,Y533,Y534,Y611,Y612,Y613,Y621,Y622,Y623,Y624,Y711,Y712,Y713,Y714,Y721,Y722,Y723,Y724,Y731,Y732,Y733,Y734,Y811,Y812,Y813,Y814,Y821,Y822,Y823,Y911,Y912,Y913,Y921,Y922,Y923,Y924,label
960,0,0,0,0,3,1,2,0,0,0,0,0,8,0,12,14,18,0,0,0,10,0,15,0,0,0,0,0,3,0,0,19,17,3,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
961,0,0,0,0,45,0,0,0,0,0,0,100,0,0,10,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,45,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,55,1,11,0,0,0,0,110,0,20,0,4,19,2,5,110,0,20,0,0,0,0,0,0,0,0,0,16,11,9,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,45,0,0,0,0,0,0,90,0,0,20,0,0,0,1,90,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,36,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,55,0,0,0,0,0,0,110,0,0,0,11,0,0,1,110,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,45,0,0,0,0,0,0,100,0,10,10,0,0,0,0,100,0,10,0,0,0,0,0,0,0,0,8,10,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,0,0,0,0,55,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,0,0,0,45,1,20,0,0,0,0,100,0,20,0,0,17,3,0,100,0,20,0,0,0,0,0,0,0,0,0,10,6,15,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,55,0,10,0,0,0,0,88,2,8,22,10,8,2,1,88,2,8,22,0,0,0,0,0,0,0,0,12,0,9,8,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,10,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,45,0,0,9,0,0,0,90,0,0,10,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,0,0,0,0,0,45,0,10,0,0,0,0,70,40,0,0,0,0,0,0,70,40,0,0,0,0,0,0,0,0,0,0,10,0,0,6,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
975,0,0,0,0,3,6,5,0,0,0,0,0,0,0,0,28,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,27,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
977,0,0,0,0,45,0,0,0,0,0,0,100,0,10,0,0,5,3,0,100,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,0,0,0,0,45,0,0,0,0,0,0,100,0,10,0,0,7,5,0,100,0,10,0,0,0,0,0,0,0,0,0,10,1,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,0,0,0,0,78,6,48,10,0,0,0,104,8,31,26,21,26,4,1,104,8,31,26,0,0,0,0,0,0,0,0,37,9,28,2,28,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,28,1,11,0,0,0,0,72,0,18,8,0,6,1,0,80,0,20,8,0,0,0,0,0,0,0,0,10,1,8,0,36,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
981,0,0,0,0,45,0,0,0,0,0,0,100,0,10,0,0,8,2,0,100,0,10,0,0,0,0,0,0,0,0,0,10,2,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,36,3,0,0,0,0,0,89,0,9,8,10,0,0,1,89,9,9,0,0,0,0,9,0,1,0,9,17,0,1,0,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
983,0,0,0,0,105,0,11,9,0,0,0,135,0,9,0,20,10,0,0,150,0,10,0,0,0,0,0,10,0,1,0,50,10,1,7,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
984,0,0,0,0,45,0,10,0,0,0,0,100,0,10,0,0,10,1,0,100,0,10,0,0,0,0,0,0,0,0,0,10,5,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,45,0,10,0,0,0,0,100,0,10,0,0,7,1,0,100,0,10,0,0,0,0,0,0,0,0,0,10,1,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,55,0,0,0,0,1,9,0,0,10,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,10,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
987,0,0,0,0,28,3,6,0,0,0,0,0,0,0,0,51,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,16,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,36,0,0,0,0,0,0,90,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
989,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,55,0,0,0,0,0,0,110,0,0,0,10,1,0,0,110,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
992,0,0,0,0,1,28,7,27,0,0,0,6,56,24,14,20,69,0,0,6,56,24,14,0,0,0,0,0,0,0,0,20,55,21,2,3,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
993,0,0,0,0,0,55,0,0,0,0,0,0,110,0,0,0,8,2,0,0,110,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,0,0,0,0,45,0,0,10,0,0,0,70,3,7,30,0,5,3,0,70,3,7,30,0,0,0,0,0,0,0,0,10,0,10,0,21,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,45,0,0,0,0,0,0,100,0,0,10,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,45,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,0,0,0,0,6,55,13,0,0,0,0,0,0,0,0,33,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,63,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,0,0,0,0,45,0,0,9,0,0,0,90,1,9,10,0,1,0,0,90,1,9,10,0,0,0,0,0,0,0,0,10,1,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,0,0,0,0,0,45,0,18,0,0,0,0,60,40,0,0,66,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,79,29,0,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1001,0,0,0,0,0,45,0,0,0,0,0,0,109,0,0,0,10,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,45,6,48,0,0,0,5,50,50,5,5,89,0,0,5,50,50,5,0,0,0,0,0,0,0,0,9,90,20,2,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1004,0,0,0,0,45,0,0,8,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,0,0,0,91,28,88,0,0,0,0,140,0,80,0,22,68,2,1,140,0,80,0,0,0,0,0,0,0,0,0,43,43,38,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,0,0,0,0,45,0,0,0,0,0,0,100,0,10,0,0,7,5,0,100,0,10,0,0,0,0,0,0,0,0,0,10,1,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,10,57,2,11,0,0,0,0,0,0,0,0,0,0,0,0,17,53,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,0,0,0,0,45,0,10,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,78,91,138,0,0,0,0,130,0,140,0,30,100,0,2,130,0,140,0,0,0,0,0,0,0,0,0,38,67,79,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,36,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,0,0,0,0,0,0,0,9,0,0,0,0,2,8,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,28,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,0,0,0,0,45,0,10,0,0,0,0,100,0,10,0,0,7,3,0,100,0,10,0,0,0,0,0,0,0,0,0,10,4,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1014,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,55,0,2,0,0,0,0,99,11,0,0,7,3,0,0,99,11,0,0,0,0,0,0,0,0,0,0,14,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1017,0,0,0,0,3,0,0,0,0,0,0,30,0,0,3,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0,0,0,0,1,10,6,0,0,0,0,0,0,0,0,15,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,32,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1019,0,0,0,0,0,55,0,2,0,0,0,0,99,11,0,0,10,0,0,0,99,11,0,0,0,0,0,0,0,0,0,0,16,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020,0,0,0,0,0,19,2,60,0,0,0,7,7,47,1,9,60,0,1,8,13,54,2,0,0,0,0,8,10,1,0,8,67,3,2,21,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,1
1021,0,0,0,0,0,36,0,0,0,0,0,0,90,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
1022,0,0,0,0,1,28,3,68,0,0,0,18,0,72,0,19,68,0,0,18,8,72,2,0,0,0,0,0,10,0,0,19,54,22,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,0,0,0,0,0,45,0,10,0,0,0,0,110,10,0,0,0,0,0,0,110,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,0,0,0,0,0,10,0,6,0,0,0,0,50,5,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,0,0,0,0,0,45,0,0,0,0,0,0,100,10,0,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1028,0,0,0,0,45,0,0,0,0,0,0,90,0,0,10,0,0,0,0,90,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,59,0,0,0,6,0,0,16,10,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,9,0,0,1,15,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,0,0,0,0,0,45,0,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,0,0,0,0,45,0,10,0,0,0,0,90,1,9,10,0,7,3,0,90,1,9,10,0,0,0,0,0,0,0,0,10,4,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,36,3,0,0,0,0,0,98,0,9,9,9,1,1,0,98,0,9,0,0,0,0,0,0,0,0,8,16,3,1,0,55,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,0,0,0,0,55,3,31,0,0,0,0,99,3,27,11,10,15,2,0,99,3,27,11,0,0,0,0,0,0,0,0,20,6,24,0,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,13,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,17,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,45,3,30,0,0,0,0,90,3,27,10,0,28,3,0,90,3,27,10,0,0,0,0,0,0,0,0,10,19,13,0,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,0,0,28,0,0,0,0,0,0,64,8,0,0,0,0,0,0,80,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,16,0,0,1
1039,0,0,0,0,0,66,0,0,0,0,0,0,24,120,0,0,19,3,0,0,24,120,0,0,0,0,0,0,0,0,0,0,23,8,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
