edge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,label
71,-0.24801633,-0.37268525,0.056085013,-0.25315315,0.32342935,-0.011468177,-0.20262085,-0.15465187,0.13356237,-0.05535289,0.12565425,0.170889,-0.1448287,-0.31971276,0.29371458,-0.38144553,-0.19705848,0.023640774,0.033939026,-0.03714138,-0.006758955,0.29846418,0.07796858,-0.1053846,-0.40276232,0.30886838,0.20746502,-0.0798969,-0.012012455,-0.21522439,0.16177674,0.17926618,-0.27040473,-0.08645882,0.15556529,-0.052230418,0.03996495,-0.21335816,0.026114134,0.06342834,-0.31354484,0.09722185,0.06348731,-0.28377247,-0.13590936,-0.051648013,-0.3384175,-0.3913056,-0.027572285,-0.044402365,-0.2776808,-0.11553749,-0.37638485,-0.129386,-0.3514334,-0.3891839,-0.024163494,0.2263169,-0.077702954,0.20238434,-0.18858615,-0.0057220883,-0.12852523,0.20478453,-0.20567814,0.23196617,-0.1460966,-0.014761377,-0.20901212,-0.20600104,0.1038942,0.30507594,0.08256427,0.01226151,-0.21452561,-0.14392903,0.030599564,0.273004,0.1830222,-0.19433142,0.0805633,-0.13672882,-0.01110969,0.042609416,-0.0030241187,0.45951054,-0.020700688,-0.119750455,-0.059387468,0.02635928,-0.23599459,-0.2457853,-0.20138487,-0.13944641,0.1425125,0.23438703,-0.1614806,-0.016423041,0.120584756,-0.034750205,0.10668986,-0.29467133,-0.22788252,0.1312364,0.20234014,-0.06758246,-0.23628959,0.24176429,0.15048338,-0.2308976,0.1934703,0.024442064,-0.23011553,-0.10380327,-0.1625921,0.12622656,0.07763531,0.06915546,-0.2985858,-0.010328185,0.05262973,0.14397894,-0.048082415,0.22318347,0.17592052,0.13294713,0.041446947,0.0019686327,0
72,-0.16601029,-0.09363591,-0.017560698,-0.11275897,0.10957596,0.068077356,-0.03296472,-0.21563968,0.010416067,0.13358323,0.07547561,0.2693677,-0.09659567,-0.022509035,-0.071763754,-0.07442353,-0.083182156,-0.2620676,-0.05394086,0.028462714,0.14794397,-0.04193563,-0.087811455,0.04484611,-0.25118154,0.35991082,-0.04727985,0.026397828,0.11407673,-0.018195387,-0.028124085,0.42434776,-0.18589278,0.0660231,-0.12536961,-0.10518312,-0.021004593,0.12810484,-0.015277609,-0.41702998,-0.23302141,-0.10831547,0.10627749,0.2536071,-0.08125706,-0.16827391,0.07451545,0.26739484,-0.07147019,-0.23966211,-0.09818321,0.32253525,-0.26315853,0.051377926,-0.014178051,-0.18849859,0.1617525,-0.09163195,-0.24084961,0.07592436,-0.13915233,-0.18841696,0.021012666,0.1710461,0.11037947,-0.03603004,-0.09150082,0.22320127,-0.047919333,0.21525258,0.10901131,0.28238446,0.072082184,-0.121134564,0.022334646,-0.04661474,-0.017871814,0.086998485,0.039715298,0.24252984,-0.02157213,-0.23291264,0.13701573,-0.044033512,-0.21863788,0.012841613,0.009465339,0.020713065,-0.10170453,-0.06955263,0.13351254,0.031894326,-0.11556565,-0.019805439,-0.14391516,0.21483196,-0.02733178,0.0564468,0.17117381,0.25811422,-0.31249648,-0.015787823,-0.12254237,0.22206463,0.26261118,0.07570449,-0.056968246,-0.027998567,0.16056123,0.09921393,0.12979439,-0.032461446,0.040075608,-0.009007633,0.18630879,-0.048941676,-0.11525653,0.033597726,-0.2009005,-0.10167976,0.20441431,-0.23273572,-0.029336523,-0.24917321,0.05480354,-0.20092088,-0.28906575,-0.02393833,0
73,-0.14560361,-0.23528647,-0.093522824,0.045375686,0.09597478,-0.30562478,0.014588503,-0.27953473,-0.15896271,-0.0017155326,-0.035902835,0.14316262,0.019110316,-0.2967398,-0.025332928,-0.24681087,-0.42207924,-0.12091025,0.12975708,0.11526229,0.49077195,0.20205064,-0.14359897,0.0426092,-0.15237647,0.1929218,-0.093312666,0.023770127,0.033708133,-0.03664449,0.041529514,0.06323585,-0.055172395,-0.10351399,-0.21626861,-0.22958499,0.12268399,0.25880894,-0.06589218,-0.3717524,-0.17363054,-0.11832903,0.09837019,0.09893046,-0.013809555,0.14062898,-0.052227177,0.04172635,-0.013085996,-0.23942803,-0.4272927,0.02740433,-0.13039155,0.019902809,-0.22774184,0.05777123,0.23177436,-0.0175657,-0.09072288,-0.060868092,-0.28647143,0.032063827,-0.18826614,-0.17822914,0.1455617,-0.0039160154,-0.10923173,0.1802719,0.051689677,0.26647055,0.0011739162,-0.046374075,-0.032738555,0.003924692,-0.15854353,-0.03528519,0.14981243,-0.31491387,-0.12194711,-0.030165795,0.014061652,-0.056432024,0.14826691,-0.28247866,-0.3227533,-0.07003935,0.040834203,-0.105928585,0.02060777,-0.22883435,0.28799012,-0.17044577,-0.21364102,0.074176446,-0.24658719,0.14301077,0.037012324,0.00090438937,0.07136694,-0.034492403,-0.13225365,-0.24104515,-0.21686855,-0.023600351,0.41605246,0.20216593,-0.2914137,0.030665005,-0.05355807,-0.20946385,0.11880648,0.1212558,0.10129031,0.04992366,-0.07332861,-0.034287002,-0.3426794,0.20815636,0.1344478,-0.10607855,0.24090074,0.040353343,-0.1260438,-0.11133802,0.1373956,0.09916111,-0.21594295,-0.051848233,0
74,-0.34144533,-0.18407038,-0.10009293,-0.16956468,-0.116547205,-0.2513754,-0.087229244,-0.11073103,-0.14460175,-0.18466456,0.17492267,0.2867623,0.23146059,0.024788272,0.07488646,-0.41903213,-0.36164308,-0.0040930207,0.06807877,-0.14045267,0.29445964,-0.038297888,-0.029150538,0.09428551,0.05915295,0.6069599,0.19533171,-0.096959256,0.16021775,-0.11854557,0.09656348,0.05253957,-0.034966636,0.07218294,-0.08111605,-0.1900666,0.0351437,-0.08555995,0.08357389,-0.06804224,-0.25761548,-0.14051759,-0.0049565844,0.15815927,-0.031172002,0.049523942,-0.08045674,0.09067209,-0.19998348,-0.18172337,0.12580714,0.075154126,-0.14385122,-0.061718196,-0.122249156,9.114827e-05,0.20943971,-0.15107968,-0.15969692,-0.0078718,-0.062099576,-0.2719418,0.12097261,0.116313435,-0.09331079,-0.092631705,0.10941739,-0.030829644,-0.2022113,0.11075507,0.0108442865,0.27833247,-0.060875673,-0.0037962296,0.24411331,-0.0709452,0.086454846,-0.34636104,-0.19466011,0.0952431,-0.04610516,-0.34765837,0.18035173,-0.06255124,-0.165626,0.0008257392,-0.048255034,0.14920288,-0.24278538,0.19392718,0.1293056,0.09273699,-0.09715299,0.17859615,-0.23084398,0.043358244,0.015148166,-0.04419733,0.30103824,0.016351419,0.11246694,-0.15645711,-0.06528581,0.26291734,0.14913225,-0.071919195,-0.1839422,0.0724612,0.07032741,0.030058961,0.22154231,-0.10429384,-0.0023363845,-0.23681484,-0.0401499,0.013961707,-0.2980464,-0.14084876,-0.06567406,-0.13318466,0.20312709,-0.084759384,-0.26264897,0.0740959,0.20619462,-0.15230058,-0.37043256,-0.049649157,0
75,-0.031537358,0.049887754,-0.112313606,-0.27403146,-0.03388053,-0.012263731,-0.09210658,-0.2851512,-0.011276108,-0.15498687,0.17643102,0.081706665,0.067747466,-0.17665364,-0.050368708,-0.090989955,-0.14259666,-0.08670504,-0.06760852,0.03818497,0.41721517,0.094822235,-0.15329003,0.29783115,-0.056177728,0.20952907,-0.051100243,-0.096617915,-0.012566073,-0.29423124,-0.018424472,0.29303437,-0.23414691,0.0637362,0.17448151,-0.08442613,-0.081912056,-0.1984258,0.17742455,-0.18869531,-0.39569545,-0.25988308,0.034829587,0.048137292,0.10990112,-0.076562114,0.1712308,0.009119267,-0.104567595,-0.19011441,-0.055597927,0.36670363,-0.33419052,0.008321136,0.035188608,0.11472841,-0.04373977,0.11036461,-0.13727154,0.032823198,-0.172696,-0.08934482,-0.05252372,0.29663557,-0.1172172,-0.29669267,-0.1262031,0.05714574,-0.11303214,0.34227338,0.2161831,0.054640427,0.13909012,-0.096686095,-0.06128841,-0.095447,0.058871828,0.094190486,0.118747614,0.08251682,0.11663387,-0.14150034,-0.03945186,-0.35709867,-0.17580919,0.034027644,0.069869585,0.047912665,-0.24068116,-0.067822985,0.121453926,0.18394585,-0.07718139,0.05514826,-0.19134298,0.309408,-0.049982246,0.097873814,0.20007552,0.23532155,-0.39138404,-0.22087616,-0.19695376,0.19026881,0.084255755,0.093443744,-0.2002221,0.0658047,-0.068295255,0.07478599,0.2169079,0.069280446,0.3153903,-0.21378121,0.023757638,-0.049354054,-0.12492887,0.05438199,-0.18552154,-0.14053468,-0.06689215,-0.11120778,0.18711258,0.036477514,0.08405677,0.008510966,-0.3570098,0.022565382,0
76,-0.06961826,-0.15232055,0.0037711358,-0.09987776,-0.18536109,-0.04612872,0.12706625,0.019065814,-0.037400782,0.19073418,0.021439495,0.08947622,0.01884775,-0.05494276,0.25970876,0.034076244,-0.2331726,-0.09442192,0.039087806,0.13555923,0.09011632,-0.020332541,0.34253472,0.046696927,0.087166235,-0.0708756,0.17709921,-0.012476204,0.095973134,-0.16318029,0.052586716,-0.07699813,0.0579171,0.17233928,-0.0606721,-0.19956814,0.22332296,-0.0017211452,0.1619303,-0.1992467,-0.006170402,-0.06418347,0.26742738,0.14718258,-0.079846345,0.14382032,-0.13600811,-0.076472335,0.048702728,-0.29119825,0.122797094,0.10376724,0.15932836,-0.3262258,-0.095021114,0.12508829,0.07247123,-0.034430966,-0.15387748,-0.20808758,-0.015965441,-0.124636605,0.021289267,-0.14129862,0.07210275,0.009000896,-0.021896781,0.16561335,-0.027669847,-0.109113336,-0.21270585,0.17287004,0.1346907,0.1289933,0.05581967,0.054312397,-0.13013706,0.06658008,0.089655966,0.024599656,0.040631182,-0.19565542,-0.0013450418,-0.37821412,-0.3210098,0.22020383,0.081389874,-0.11219478,0.13077848,-0.041195232,0.21513493,0.038664535,0.16728584,-0.009399867,0.011356013,-0.06782177,0.015074129,-0.075036526,-0.03611967,-0.08072145,-0.032433707,0.027232604,-0.13842516,-0.10023663,0.15033743,0.13598385,0.20591556,0.07952174,0.101725936,-0.010817728,0.031727143,-0.04954278,0.06782512,-0.18167041,-0.30225903,0.088707015,-0.12952372,0.00334037,-0.05275014,-0.22616796,-0.10548064,-0.2978189,-0.028733326,0.01971416,0.07062975,0.088187404,-0.054366946,0.1618577,0
77,-0.061734587,-0.106296584,0.11726725,-0.19174933,0.08920541,-0.01764036,0.17937893,0.25868654,-0.16370621,0.09526744,0.047619503,-0.13304958,0.056001782,0.17266521,0.088322856,0.03649122,-0.07015545,0.08260351,0.13240664,0.19933006,0.007693334,0.17880163,0.04575026,0.07247798,0.4406959,0.0029875054,0.22581096,-0.124236114,0.15793037,-0.20102893,-0.13436718,-0.13665982,-0.04737273,0.03134079,-0.039943706,-0.22649466,0.1945293,0.030560536,-0.10522528,-0.3006639,-0.0977193,0.06695148,0.17756985,0.18728583,0.06463519,-0.12559037,-0.19493115,-0.0506722,0.14033318,-0.35132253,-0.080454536,0.016880678,0.0022429826,-0.17349176,0.11034637,-0.042379282,-0.08141991,0.16713727,-0.07068472,-0.036372434,-0.24681838,-0.15777314,-0.026427431,0.032384362,-0.054691747,0.0798697,-0.103853166,-0.0877528,-0.014606149,0.106379755,-0.08134137,0.04830088,0.09369679,0.030931165,0.031332985,-0.10472936,-0.20044373,0.06562697,-0.04926314,0.22512206,-0.10909251,-0.27057695,-0.12644015,-0.45814446,0.016352193,0.16350664,0.19666885,-0.09620946,-0.0070994566,-0.05173505,0.19880606,0.30434796,0.0017707329,-0.14328665,-0.10157865,0.08468193,0.05023506,-0.031674027,0.07081095,0.056179818,0.13214315,-0.29828987,-0.09723627,0.068661034,0.24075101,0.3419404,0.3172865,0.42703086,-0.1086532,-0.01879627,0.042761415,-0.01858249,0.21419844,-0.23525085,-0.22880858,0.29049706,-0.28275165,-0.030843368,-0.08968597,-0.04879439,-0.18744175,-0.09666819,-0.12863597,0.058603276,-0.17317848,0.14184535,-0.18261501,0.14621708,0
79,-0.14599377,-0.40184647,-0.05342083,-0.017563134,-0.13225487,-0.35972562,0.26318917,0.21430075,0.05611317,0.25203925,0.1501897,0.048528202,0.30280003,0.19861472,0.27010646,-0.030712033,0.012948877,0.0007445062,0.042128783,0.119108416,-0.15647446,-0.27369806,0.06114864,0.033227418,0.16162613,-0.0030036843,0.15469235,-0.23108107,0.048799347,-0.12125724,-0.10413264,0.19169673,0.15529086,-0.0058156024,-0.21413049,-0.074323,0.068172835,-0.11409427,-0.13394296,-0.38890183,-0.08095766,-0.12383681,0.17293373,-0.0023439808,-0.208434,0.18717325,-0.26828972,-0.03758348,0.21553247,-0.24345322,-0.13841477,0.08744674,-0.06931862,-0.13966286,-0.11577902,-0.045607023,0.046673298,-0.052009407,-0.32347187,-0.008987833,-0.016320856,-0.3164901,-0.17407757,-0.017440798,0.18271314,0.08729822,-0.3168605,-0.17590418,0.12860022,0.0819577,0.025374318,-0.0075273765,0.058822896,-0.06023813,0.06429438,0.08469962,-0.05754943,0.23718114,-0.2595187,0.17381445,0.1513317,-0.17849323,0.08075588,-0.2826941,-0.21744317,-0.031545606,0.043590914,0.06340611,0.051692534,0.23552735,0.112437665,0.053803388,0.17705995,0.14084189,0.007355971,0.09574023,0.16499151,-0.27202377,0.07064963,0.09052645,0.064261734,-0.3243606,0.23847644,0.13385367,0.032524854,0.100594416,0.1451227,0.23704869,0.13682418,0.34737095,-0.12469917,0.03860754,0.17276622,-0.2098399,-0.11636077,0.17957188,-0.123253636,0.16376194,-0.1204193,-0.05414968,-0.03583925,-0.323921,-0.10147526,0.05133579,-0.14456859,0.18759759,-0.0703994,0.066460185,0
80,-0.05582028,-0.23580934,0.16205584,0.16161309,0.26328424,-0.0064812703,0.06251973,-0.06348189,0.08311625,0.15510944,0.00522309,0.0251011,0.33345482,-0.04518331,-0.057516534,0.015967928,-0.22849013,-0.13153945,-0.05361755,-0.19863275,0.30029103,-0.06845193,-0.09101584,0.11452251,0.073323004,0.025463708,-0.054805066,-0.22704737,-0.15214026,0.07779477,0.3312118,-0.11879661,-0.25213197,-0.10923226,-0.15551487,0.0018377824,0.26739565,0.004634486,0.06002624,0.18624671,-0.21800058,0.1876473,-0.20496613,-0.08335676,-0.32249343,0.22580941,-0.005252633,-0.13441002,0.023326412,0.030855648,0.0039659757,0.17059675,-0.06647827,-0.019930335,0.13750973,-0.035375323,-0.19616343,-0.18789896,-0.07430048,0.13376164,0.025204644,-0.037979007,0.039606784,0.19163036,-0.21225518,-0.06892276,-0.09259809,-0.09842434,0.20486075,0.023521762,0.2051955,0.16569775,-0.1614431,-0.31139624,0.017188204,-0.20314999,0.03541669,-0.13624988,0.100499704,-0.011031584,-0.09826819,-0.07536656,0.16758746,-0.08608754,-0.30147776,0.24869889,0.13986902,0.16184823,0.13998976,-0.12432923,0.117986806,0.043337993,0.26987144,-0.15941747,-0.1531694,0.06631396,0.12413977,-0.20757471,-0.17610042,0.15040523,-0.013936492,-0.03972297,-0.0057566175,0.07838797,0.28957278,0.13708913,0.22935973,-0.3281017,0.110004924,-0.027303072,-0.096074104,-0.02142623,-0.16783525,-0.40054837,-0.33356375,-0.18331386,-0.12617943,-0.17815228,0.1281828,-0.22748713,-0.009114724,-0.21804748,-0.0734266,-0.0077284174,0.024604645,-0.04800649,-0.24408284,-0.21545301,0
81,-0.21162261,-0.20132814,-0.16579977,-0.1336235,0.14692508,-0.0077723986,-0.16183624,-0.08931893,0.24238697,0.08213484,0.20441046,0.10219087,0.24853234,0.23446842,0.24530698,0.001882832,-0.075918905,-0.20602684,-0.1133511,0.03673614,0.23494157,0.18069835,-0.1918213,0.18151401,0.14729288,0.32785562,-0.03261964,-0.18123089,-0.014038403,-0.2335555,0.03587922,0.012882169,0.04218165,-0.12713253,-0.12626472,-0.34657118,0.15599494,-0.16517878,0.312095,0.193384,-0.2471876,0.07372503,-0.059412193,0.009085996,-0.024447475,0.0060637067,-0.15971844,-0.107979484,-0.16168134,0.049766883,0.18612759,0.079329014,0.14030528,-0.13802412,-0.069855265,0.22470173,-0.026458103,-0.18177655,-0.10037435,-0.10186276,-0.14382917,-0.086745195,0.12838954,0.20742807,-0.2888733,-0.06668188,-0.096968204,-0.12593475,-0.11357244,-0.06528207,0.16682968,0.20012815,-0.04202223,-0.13499661,0.13738316,-0.15006922,0.05747147,-0.18212098,-0.12193948,0.17191501,-0.10707109,-0.0073247524,-0.024312476,-0.07291404,-0.3414507,0.26535675,0.113164894,0.037634254,-0.019845987,0.28920758,0.06624747,-0.062539116,0.04899319,0.0119805755,-0.12646872,-0.10393845,-0.0877814,-0.13477571,0.027571475,-0.05137556,-0.046153408,0.07532687,-0.119608074,0.1001114,0.4748853,0.023623925,0.17293334,0.0585402,0.25914848,0.024345782,0.09689447,-0.033423908,0.022030383,-0.13895963,-0.3537105,0.08268401,-0.25827,-0.1467065,-0.026402779,-0.05801224,0.049248893,-0.21796064,-0.3252888,0.11659336,0.25994164,-0.11643161,-0.24104883,-0.2888422,0
82,-0.25602174,-0.51877415,0.023249993,-0.09469571,0.092744224,0.29350796,0.017606676,-0.054619614,-0.07760003,-0.190766,-0.032656632,0.27800378,-0.067677125,-0.020222288,-0.1975186,0.090834625,-0.24828158,0.09287036,-0.09673289,0.04313121,0.3128196,0.14468864,0.020959804,-0.25745997,-0.049003,-0.0007550834,-0.15106128,-0.015897945,-0.31872284,-0.08112142,0.034679558,-0.06131729,-0.31264243,-0.22627929,-0.048522886,0.078865476,0.03795301,0.11748619,-0.060035937,0.013930705,0.06961264,0.22060929,0.023161046,-0.06921169,-0.29637584,0.17440821,0.09102317,0.01801251,0.08236088,-0.07441236,-0.18041968,0.19272949,0.07595833,-0.11194993,-0.027099628,-0.28082967,-0.10912019,-0.102044016,-0.36748618,-0.16114883,0.23772082,-0.041090854,0.042113464,0.2741042,-0.17602701,-0.017297935,0.014729836,-0.03748982,-0.030115834,-0.10300957,0.07021149,0.012827323,0.11973323,-0.14458352,-0.09722922,-0.026125103,0.0331087,-0.51958567,-0.01879631,0.035114728,0.0018492901,-0.13117054,-0.16465878,0.15701701,-0.057292696,-0.007450641,0.062384117,0.15589646,0.24228266,0.017900176,0.21872365,-0.16614725,0.14489102,-0.17506538,-0.15425433,-0.19998607,0.19036569,-0.31693947,-0.06091739,-0.009904149,-0.13672741,0.2016061,-0.08055172,-0.019441215,0.03636398,-0.105238974,0.36151454,0.14838177,-0.025259955,-0.113974266,-0.04006485,-0.046639163,-0.0005628227,-0.11320297,-0.3018836,-0.021931738,0.08273655,0.0349606,-0.092505366,0.038342897,-0.13498896,-0.19723512,0.14196658,0.077695824,0.047918312,0.060434647,-0.1878952,-0.04915699,1
83,-0.074119344,-0.07012595,0.17759264,0.13307333,0.27470165,0.19963387,-0.009106854,-0.062461022,0.23719002,0.11240178,-0.030786501,0.36339843,-0.09798821,0.11987464,0.014698428,0.009809024,-0.4194505,-0.30076092,-0.07099542,-0.080357395,0.39534158,0.1073299,-0.120988965,-0.059083384,0.09103644,0.10767727,-0.020760678,-0.14196232,-0.15517281,-0.005788212,0.03924131,-0.09917205,-0.106455214,-0.06417443,-0.1096714,0.02149614,-0.05889065,0.22701788,0.008526768,-0.11921987,-0.054708313,0.20611125,-0.2451692,-0.046959233,-0.20972633,0.25155997,-0.11903785,0.014227863,-0.07527309,0.009891076,-0.030111313,0.11607968,-0.06991111,-0.18778493,-0.067591466,-0.30230317,-0.05182345,-0.035578027,-0.041466866,-0.14333788,0.41365394,-0.15463446,-0.044949133,0.17310856,-0.17185742,0.09274377,-0.18742752,0.018018253,0.24789219,0.041161787,-0.05932854,-0.06960907,-0.06262501,-0.027082393,-0.13615732,-0.1536763,0.071149245,-0.23358074,-0.14168373,-0.14253193,-0.27045885,-0.20650801,-0.1554488,-0.14782687,-0.34196675,0.094261706,0.15859666,0.062698916,0.065600805,0.22374119,0.06293462,0.052056793,0.1139371,-0.1283104,0.14777957,0.19217737,-0.15589516,-0.23771589,-0.05876159,0.09902689,-0.008556377,0.099704005,0.08650983,0.1148955,0.22188787,-0.023209764,0.29867223,-0.14321214,0.07568273,-0.059337806,-0.2227555,0.26244274,-0.08304812,-0.32498065,-0.18707798,-0.10962838,0.0845231,0.07250567,-0.11001267,0.0016412154,-0.05094317,-0.13163427,0.12921388,-0.17620745,-0.007775902,0.16894464,-0.14030106,0.12439503,0
84,-0.1573416,-0.20192362,0.28867316,0.2391396,0.2583845,-0.21761341,0.051238563,-0.09091002,0.024375794,0.24465933,0.1654062,-0.25069547,0.2238893,-0.12555964,0.035025734,-0.08040727,-0.15070651,-0.11832512,0.11341037,-0.07548985,-0.10156377,0.015679544,0.19359933,0.016990073,0.048119485,-0.03631626,-0.15275438,-0.120852135,-0.14079276,-0.25813156,-0.023073522,0.39684975,-0.094997324,-0.15265362,0.11981716,0.12986654,0.15181822,0.39330715,0.12191569,-0.0099714035,-0.22998103,0.04074937,-0.07307801,0.2237844,-0.14751452,0.11307702,-0.021670006,0.120289914,0.00815553,0.024301056,-0.25272912,0.39827684,-0.03708589,0.11032265,-0.5237724,-0.12170339,-0.0568177,0.11082116,-0.075309135,0.027809458,-0.017369531,0.0021535556,0.08886147,0.087313004,0.042591184,-0.068560146,-0.107039854,-0.109138995,-0.052661117,-0.22590026,-0.0037730264,0.029609611,0.055542428,0.06067025,0.037627287,-0.10555529,0.04921927,-0.088278025,0.007005278,0.46396622,0.23218426,0.096947424,0.07847952,-0.09310067,-0.27385727,-0.025788313,-0.01969516,0.045613807,0.059916385,-0.22101355,-0.038915668,0.30109203,-0.15654643,0.24399973,-0.17439899,0.41717485,-0.0015986211,-0.13571899,0.24991678,0.11445396,0.18025216,-0.04737398,-0.20695834,0.2888407,-0.080097035,-0.014722843,-0.0075141964,0.07368812,0.22290805,-0.05883057,-0.14850554,0.29284614,0.027963426,0.1208755,-0.21314712,0.066476546,-0.13800836,-0.038443767,-0.09224395,0.010845947,0.04433903,0.05263186,-0.22460775,-0.075769365,-0.12466229,-0.046778556,0.4124006,-0.011035583,1
86,-0.018732242,-0.041935727,0.053132154,0.21186528,-0.32695863,0.0092894435,0.100726664,-0.106883205,-0.02592392,-0.08101582,0.27235878,0.21602204,0.15784468,0.09353012,0.16681305,-0.18765359,0.10050644,-0.11298947,0.06821545,0.061614674,0.04178444,-0.021977648,0.100247316,0.2859822,-0.06148725,0.28687057,-0.23761524,0.036230497,-0.06966528,-0.15865125,-0.024071306,0.040398132,0.14011195,-0.029931035,-0.0019066092,0.034047835,0.07560582,-0.05175681,0.10833206,0.03676707,-0.06282791,-0.043425467,0.46640694,0.14772668,-0.09604765,0.1116397,-0.046117596,-0.18233116,0.24730712,-0.10214242,-0.035241578,0.16099715,-0.058466632,-0.10478411,-0.20534734,-0.27842304,0.17536625,-0.19442692,-0.047659114,-0.019946737,-0.20085591,-0.11176123,0.13327815,0.06041105,-0.06287467,-0.23282538,-0.36946827,0.008662018,-0.058378443,0.033511497,0.14512953,-0.07685552,-0.08244275,-0.22584777,0.11280041,-0.20859204,0.14638792,-0.2953104,-0.106235616,0.04159687,0.03430477,-0.0146806585,0.0089202,-0.15571514,-0.18459354,0.052942105,0.069693014,-0.23982412,0.24598674,-0.08054769,0.05994716,0.19871704,-0.12693852,0.21751548,-0.21853842,0.11600893,0.27910915,-0.16176112,0.15755622,0.25694242,0.29584128,-0.014646011,-0.0023064797,0.2997367,0.021606658,-0.018421313,0.055692233,0.065573364,0.30906025,0.015194582,-0.10587099,0.36528027,-0.11331684,0.12475876,-0.24415919,0.07801197,-0.1261327,-0.031055583,-0.23010767,-0.112495594,0.20651607,-0.13525075,-0.29725388,-0.064242005,0.04697356,0.18687977,0.10023078,-0.105190195,0
88,-0.080632545,-0.629323,0.14150469,0.30063948,-0.08775042,-0.3383031,0.13303237,0.069251075,-0.14657448,0.1521997,0.22511473,-0.02822809,0.0863847,-0.055279985,0.17412768,0.01832744,0.15399063,0.02213455,0.23681228,0.17468956,-0.01734344,-0.33612388,0.24060038,0.016392356,-0.040855188,-0.10038084,-0.18613103,-0.21889581,0.050829362,-0.09485548,0.025219968,0.14550425,-0.053430244,-0.12779526,-0.028452145,0.23316287,0.31955314,0.25009173,0.053853042,-0.22560138,-0.15987241,0.04340374,0.14085843,0.055837777,-0.09606967,0.08644555,-0.035862874,0.033989962,0.033562776,-0.032149833,-0.050363332,0.28444296,-0.061116215,-0.21019618,0.015897462,0.0805147,0.22489156,-0.15265584,-0.17684609,0.19497792,0.026129842,-0.036915276,-0.039102774,0.029617734,0.25555947,-0.14055833,-0.35239694,0.04365245,0.0035271558,0.11437449,0.2554985,-0.06373368,-0.07707411,-0.08870133,0.041992567,-0.090928294,-0.0677155,-0.05410106,-0.13879727,0.062309746,0.18929613,-0.10724564,-0.014102515,-0.18721066,-0.010901332,0.0074108774,-0.038264897,-0.055805404,0.0380582,-0.11103507,0.0903637,-0.16415222,-0.12306367,0.41446117,-0.114861704,0.21459961,-0.033613924,-0.3248164,0.082847215,0.18741623,0.13782175,-0.23475508,0.12707756,0.30047694,-0.10799589,0.042076528,0.1404041,0.2756734,0.07750218,0.20427227,0.059626896,0.13284138,-0.14938103,-0.10125794,-0.28100336,-0.03068641,-0.3058762,0.01514899,-0.3613563,-0.24080622,0.0658531,-0.10943461,0.010874159,-0.15722772,0.0911362,0.39162904,0.24950813,-0.14351813,0
89,-0.024918763,-0.23983859,0.07047539,-0.19523734,0.21482036,-0.2928581,-0.10217398,0.11476673,-0.13963382,0.032339226,0.14364487,0.021378342,-0.06854714,-0.30071586,0.12904929,-0.21466132,0.03803644,-0.12481491,0.054781795,-0.17304254,0.3092007,-0.1998931,0.21312541,0.1170059,-0.18720132,-0.13329658,-0.013520459,-0.016403306,-0.22969522,-0.14401233,0.10582154,0.2942159,-0.10318712,0.034637813,-0.041276433,-0.031013489,0.1849174,0.17152481,0.15142773,-0.18127622,-0.24514452,0.08862241,-0.17855248,0.079974785,0.05607635,-0.112536505,0.23708972,0.19906601,0.04856076,0.19586894,-0.36076945,0.06809783,0.04723565,0.024105268,-0.26936263,-0.24036953,0.22718848,-0.12811923,-0.34073064,0.14885361,0.089402065,-0.18319918,0.32298017,0.04515651,-0.19580986,-0.11707593,0.1269148,0.031067662,-0.24421303,-0.103932776,-0.18738258,0.06797891,0.15020569,0.18982556,0.1597748,0.15733549,0.0047078305,0.24759883,0.05365353,0.1337832,-0.08757037,0.14729786,-0.046967465,0.053342454,-0.24528992,-0.034452245,-0.121335976,0.23732238,0.16504943,-0.22936542,-0.07132991,0.42445812,-0.08167317,-0.3814234,-0.061764337,-0.02048897,0.17658912,-0.16667728,0.08932935,0.021653987,0.13958305,-0.016034815,0.013653257,0.14986894,0.0901877,0.106033355,-0.08438546,0.11066092,0.2050307,-0.302276,-0.03336246,0.073127724,0.037367616,0.020034162,-0.047281135,-0.22845672,-0.20880225,0.021459373,-0.05744814,-0.055042706,-0.032689948,0.04161627,-0.025240468,0.009614788,-0.112435535,0.2497488,0.5046176,0.24054931,1
