edge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,label
36,-0.07819807,-0.06925015,0.063305855,-0.11983039,0.26818448,-0.011861954,0.16252236,0.1084445,-0.013048849,0.046502538,-0.06149614,-0.032869417,0.1402509,-0.11782204,-0.03611489,-0.08965582,-0.24675038,-0.110840626,-0.17622344,-0.06766219,0.088989526,-0.04419085,0.10935312,0.2895326,-0.057990946,-0.051365796,0.16769476,0.0009169516,0.0014252278,0.01567725,0.16336265,-0.09719217,-0.03712825,0.14749591,-0.014600491,0.11496165,0.026922727,-0.14039776,0.38478452,-0.25193655,-0.087386474,0.06578375,0.0031988842,0.094418615,-0.23251826,-0.029890053,0.08399178,0.027512101,-0.092497714,0.19151135,-0.2717479,-0.1348231,0.24518736,0.088546924,-0.23170277,0.009777537,0.11414499,-0.16161428,-0.19509797,0.119080216,-0.034249272,-0.32532474,-0.09157475,0.27815217,-0.14096032,-0.1333869,0.035584103,0.07874108,-0.057148334,-0.023962978,-0.35880074,-0.10056731,0.39940885,0.008662916,-0.29222286,0.054695893,0.22127329,0.104683414,-0.0680031,0.12000362,-0.0021261612,-0.24262977,-0.020999072,-0.017629692,0.01598771,0.30446625,0.055523947,0.03522703,0.22356029,-0.044692997,-0.2158205,0.21702492,-0.14551412,-0.17706682,0.059883364,0.11524723,-0.03530406,0.006089224,-0.19669805,0.124968134,0.069412656,0.08967113,0.07391286,0.17333049,0.25874633,-0.10969321,0.25888175,-0.11244056,0.12991272,0.04197351,0.05749101,-0.020454563,0.07470545,0.012702604,-0.09670444,-0.3137568,0.09368583,-0.10195483,-0.13772272,0.07964697,-0.02644664,-0.1678648,0.14523084,0.23412928,0.13732843,-0.014545173,-0.07141713,0.03254944,1
37,0.062059786,-0.15569508,0.03171192,0.1485018,0.45284197,-0.17369759,-0.2174172,-0.0037142672,0.10205434,-0.06808365,0.00488054,0.038854472,0.19092366,-0.25735646,0.006871762,-0.18042038,-0.05642922,-0.072979115,-0.06819559,-0.160684,0.22187236,-0.0072872727,0.076930486,-0.0345037,-0.082878344,0.18747097,0.25391746,0.055572048,0.11481702,-0.22078142,0.27967784,0.08752924,-0.11839603,-0.07348625,-0.23516184,0.006981188,-0.06045188,-0.14249693,0.1059007,-0.0047546374,-0.040530972,0.21186733,0.10205617,-0.06496906,-0.30679557,-0.02151205,-0.18269587,-0.13897772,-0.039520252,0.05079141,-0.43387115,-0.12907934,0.07478253,0.08944472,-0.20178649,-0.014708037,0.12241228,0.1148283,-0.2891132,0.32314688,-0.22113399,-0.14916007,-0.24755807,0.17762917,-0.09667624,-0.09977038,-0.13833329,0.07217136,-0.0048419144,0.16561316,-0.20475566,-0.03532538,0.1898015,0.113603644,-0.3056118,0.03794687,0.20874119,0.26371148,0.048907734,0.066097036,0.10612179,-0.07419233,-0.025154678,0.014312525,0.023166662,0.45111144,0.061299726,-0.0068033272,0.20307718,-0.031810682,-0.11694726,0.11184294,-0.31721023,-0.09348373,0.02450277,0.09531365,0.08307314,-0.14814965,-0.2900787,0.04213453,0.31349543,0.057864033,-0.11720476,-0.20577034,0.29670537,-0.29268157,0.054196406,-0.013949578,0.11398633,0.09913399,0.11357193,0.10494844,0.18267155,-0.18829164,-0.057206206,-0.104710564,0.04494732,-0.036816724,-0.25632912,-0.019839054,0.03285841,-0.061011102,0.20203714,-0.013027025,0.13687941,-0.032786995,-0.094989926,-0.16455916,1
38,-0.1565483,-0.20354344,0.08488716,0.014975309,0.29143137,-0.0541057,-0.017820429,0.16247305,-0.040581025,0.061312515,-0.07111166,-0.0049648783,0.19444712,-0.16601978,-0.21562462,-0.27817497,-0.02790328,0.02331604,-0.07477478,-0.11536102,0.0024968742,-0.13650452,0.06256268,0.0054892884,-0.06399789,0.14363527,-0.059353724,0.15049349,0.11499056,-0.24150926,0.03095968,-0.098014094,-0.33753496,0.17395766,-0.13021728,0.010909668,-0.0776127,-0.15274811,0.053893037,-0.062689275,-0.120088235,0.1880209,0.27768853,0.048713744,-0.41042843,0.05351592,-0.038368426,-0.019699113,0.17130636,-0.0056462577,-0.10358926,-0.17654522,-0.07443137,0.022983154,0.037720032,-0.06820135,-0.14931197,-0.1813941,-0.20346329,0.10169014,-0.12403474,-0.22577536,-0.1327646,0.12672026,-0.06890696,-0.02197216,-0.04438413,-0.009133867,0.12748714,0.18696824,-0.23734933,-0.12168857,0.25767174,-0.079862945,-0.21108055,-0.0033667332,0.2592876,0.26686424,-0.0023860103,0.22107035,0.10678383,-0.03935223,-0.1570664,-0.12552458,-0.084574915,0.18415721,0.14033657,-0.037738327,-0.07205701,-0.06917993,-0.025293687,0.028103754,-0.055145174,-0.1977435,0.011761203,0.093256,-0.17198287,-0.17580469,-0.15415959,0.0633513,0.087741815,-0.15549916,0.005998685,-0.06050656,0.24587582,0.25641114,0.07570435,-0.043550942,0.03414233,0.17093422,0.13805966,0.09012113,0.21905859,-0.08810677,-0.15331717,-0.14683886,-0.018029705,-0.007165433,-0.1507908,-0.18017824,-0.09276831,-0.3101241,0.07637824,0.07398729,-0.02683672,-0.060413845,0.052111927,-0.016992474,0
39,0.01911419,-0.40925032,0.1971323,0.082779236,0.26145172,-0.035432663,0.13927653,0.01886071,-0.11286722,-0.07736816,-0.25238702,0.1179375,0.11552233,-0.16404238,-0.06091843,0.13824087,-0.22744812,-0.13427979,-0.0828242,-0.058466453,0.32958367,0.06684886,0.060143985,0.05779667,-0.22255869,0.11478437,0.13333556,-0.014052036,-0.16054933,-0.16117045,0.004165621,-0.14690898,-0.09624887,-0.0970736,-0.041480567,0.08224758,0.03577364,0.03131597,-0.024373919,-0.018418316,-0.27637082,0.26732114,-0.01490933,-0.18050675,-0.300244,0.1040988,0.008547922,0.11208876,0.08165496,0.089024276,0.0069408263,0.04226203,-0.0412491,-0.05952692,0.046450682,-0.07708417,-0.053086072,-0.1789967,-0.03123664,0.06868987,0.019049367,-0.20062287,0.019414611,0.2703805,-0.113169156,-0.16195653,-0.16726464,0.029228307,0.11080115,0.111910835,-0.24171728,-0.17710659,0.004697803,-0.12035998,-0.36077067,0.046826456,0.31710312,0.11731028,0.05515818,0.1332219,-0.116341665,-0.18837781,0.04741445,-0.16747636,0.07668455,0.33541524,0.04951868,0.24780238,0.23216835,0.11894222,-0.23942368,0.15530746,-0.2198863,-0.14734754,0.07139166,-0.0020313084,0.21205033,-0.06519877,-0.22854757,0.09623068,0.061679535,0.081896804,0.16118738,0.033006605,0.41183534,-0.0030187846,0.053896386,-0.12379753,0.18616605,-0.08596714,-0.076226585,0.07180301,-0.020268593,-0.2148382,-0.21852586,-0.16336802,0.021411879,-0.043914177,-0.08663502,-0.00057502673,-0.08866285,-0.35084227,0.11674198,-0.008722436,0.07923889,-0.039016336,-0.11536433,-0.32021657,1
40,-0.32261625,-0.27956593,0.24253184,-0.21120988,0.120752625,0.006614811,0.12291373,-0.048026077,-0.21359171,-0.055359952,0.04216232,-0.085073255,0.05460787,-0.13057679,0.06233579,-0.15637226,-0.28790346,-0.20933858,-0.1644672,-0.110429056,0.3960154,0.1536747,0.16627194,0.16127588,-0.18062562,0.34999233,0.0017923862,0.151776,-0.038775023,-0.38428962,0.4061803,-0.20752195,-0.1656825,0.105810955,0.10873861,-0.040612042,-0.032895707,0.01831796,0.045793045,0.061006963,-0.10422962,0.08285201,0.22794518,0.20698294,-0.2513768,-0.18563361,-0.26026428,-0.07307646,-0.09506844,0.088064335,-0.17448631,-0.11666154,0.08272385,0.080756955,0.19225898,0.059365842,-0.21443352,-0.03859642,-0.23235616,0.13148168,-0.05770489,-0.20715195,-0.08227176,0.27840522,-0.008935884,-0.09214748,-0.08421298,-0.090273365,0.060105238,0.03716245,-0.60816973,-0.0015160086,-0.13157108,0.05282735,-0.20902511,-0.07373326,0.021896806,0.062324688,-0.09412516,0.0774525,-0.051344194,-0.0982405,-0.08638366,0.006177279,0.2590671,0.400166,-0.24781294,-0.22615913,0.17981577,0.059698626,-0.14513844,0.08115658,-0.14776836,-0.43392184,0.21949229,0.15492792,0.055101108,0.030181129,-0.17822006,0.07190344,0.19254781,-0.23310776,0.15059131,0.051392566,0.281143,-0.063886374,0.1814972,-0.12015135,0.057325505,-0.16219993,0.06265655,-0.097530335,-0.036718585,-0.019594798,-0.021337753,-0.14024638,-0.014875073,-0.2084273,-0.32167202,-0.13548721,-0.19367579,0.16074865,0.11130974,0.1261868,-0.12979028,0.031963754,-0.08254622,-0.10423237,1
41,0.045715734,-0.10868288,0.0142566385,0.11301829,0.063373365,0.17707981,0.09556782,-0.039927226,0.007926636,-0.05430832,-0.102333374,-0.067412116,0.043450896,-0.24164785,0.056284714,-0.04766603,-0.17395215,-0.22945006,-0.13889053,0.09201256,0.20171307,-0.23365583,-0.041781638,0.25381187,-0.22618902,0.053310014,0.034797233,0.16170278,-0.3099688,-0.328585,0.08674065,0.06120467,-0.3074715,-0.053683273,-0.18600097,-0.024915429,0.2599261,-0.13454935,0.1276697,-0.028572945,0.13337815,-0.012045008,0.06703628,-0.035515163,-0.29235503,0.13986295,0.09580417,-0.017300662,-0.20729725,0.09249129,-0.14715543,-0.051083196,0.24810727,-0.12624042,-0.08810317,-0.13130309,-0.076611415,-0.09662717,-0.20472154,0.02524183,0.0116234,-0.28902522,-0.11754853,0.16700517,-0.13141362,-0.10378594,-0.015666815,0.012654233,-0.008060079,-0.16130485,-0.31203058,-0.058262944,0.03712263,0.25407323,-0.09592519,0.07410049,0.09243405,0.32320926,-0.1488624,0.19326729,0.05161634,-0.12979059,-0.26005775,0.111712016,0.22221142,0.22128084,-0.07641803,0.028940849,0.17293024,-0.013697986,-0.18163194,0.3296226,-0.17420155,-0.24695028,0.026517877,0.0481705,0.1348658,-0.04555521,-0.101535186,0.18689463,0.14058836,0.011432231,0.07384767,-0.110968426,0.40319932,-0.082584575,-0.21493362,-0.24803434,0.39509895,-0.22094704,0.13148092,-0.012939111,0.08675388,-0.27741295,-0.22096823,-0.2844919,-0.14854509,-0.00018430788,-0.07551507,-0.024678614,-0.13074288,-0.13469253,0.047432724,0.2752254,-0.112202816,0.081857026,0.11284499,0.037644375,1
42,0.10509404,-0.06273292,-0.16472977,0.045813102,-0.048875894,-0.10774736,0.15570112,-0.057293404,0.19919059,0.07358226,-0.18315105,-0.17068407,-0.18133794,0.065713346,0.17803963,0.0027896205,-0.2626154,-0.2255059,-0.1541494,-0.076729715,0.4471206,-0.0896888,0.027389193,0.17321989,0.110646345,0.050887205,-0.12810235,0.00776075,-0.19735508,0.18707517,0.22317193,0.07045372,-0.23419394,-0.2455876,-0.07830037,0.16839401,-0.13227218,0.11988464,0.33022308,-0.060049377,-0.18651815,0.31984225,-0.06126756,-0.06936099,-0.15453894,0.12876369,-0.15265071,-0.007383117,0.27366424,0.07553494,-0.13213572,-0.05217768,-0.023072917,-0.024001878,-0.015579603,0.013267226,0.23977217,-0.04934995,-0.17656372,0.025518414,-0.13385904,-0.11020718,-0.115252756,0.2572062,-0.07684869,-0.14289814,-0.26409513,-0.017701672,-0.02744487,0.13458656,-0.043657657,0.18084918,0.17825606,-0.024882238,-0.13660096,0.17630677,-0.17207803,0.08750043,0.015764598,0.18280491,0.09432378,0.06909855,-0.05034839,-0.17394494,-0.09913403,0.08245233,0.20812078,-0.14106488,-0.14615469,-0.09308576,0.054812536,-0.0036460317,0.28831708,-0.27115196,-0.24533348,0.18657556,0.28975168,-0.15168294,0.06923472,-0.089086525,-0.008613395,0.16601206,0.10224853,-0.031611394,0.31997102,-0.03073576,0.1829675,-0.17640278,0.3930294,-0.061173588,-0.02061032,-0.0496066,0.01254325,0.062141463,-0.14283715,-0.028193926,-0.073174916,-0.004969951,-0.020040786,-0.18091555,-0.11208688,-0.07016981,-0.17296074,0.018943783,-0.060560115,0.27447584,0.0040156785,-0.19295466,1
43,-0.20856318,-0.38979605,0.03925307,-0.063072525,0.06745158,-0.18820593,0.29263273,0.06276517,0.03250995,-0.02824068,0.03220888,-0.01711122,0.025611876,0.032934986,-0.13512187,-0.061062895,-0.20589682,-0.13042533,0.015606398,-0.15342067,0.365709,-0.08979766,-0.10955989,0.13025634,0.04388311,0.24490938,0.038967714,0.0103028715,-0.064144515,0.0074177315,0.199802,-0.054552134,-0.19452421,-0.3129825,-0.0044967425,0.020953491,0.0060852175,-0.014715163,0.38936424,-0.005486978,0.04730121,0.21862337,-0.19325782,-0.021537036,-0.26933953,0.06611563,-0.071938016,0.11798927,-0.10446517,0.05995267,0.043997124,0.12589517,-0.020542338,-0.17760257,0.023303792,0.11078567,0.09441389,-0.1694911,-0.14937858,-0.057147793,-0.1318878,-0.013811351,0.0713761,0.2208901,-0.060575273,-0.15089327,-0.09440072,-0.0535878,0.011785113,0.0042817104,0.14115183,0.07534131,-0.015963247,-0.22908519,-0.048003167,-0.11228137,0.06734831,-0.06398518,0.092617825,0.21720056,-0.15159297,0.10360521,-0.10878858,-0.0138079105,-0.20809379,0.15917197,0.12768634,0.18716148,-0.103588425,-0.022347162,-0.03512589,0.16368696,0.37115413,-0.021935562,-0.15189594,-0.022640783,0.2392701,-0.0052787354,-0.07129218,0.018728325,0.110991515,0.24122882,0.0436378,0.07890101,0.3364506,-0.08722352,0.27482525,-0.33581606,0.25648043,0.099352606,0.046653263,-0.14730914,-0.13811383,-0.03912087,-0.42067984,-0.028018264,-0.12670647,-0.08092996,0.0800277,-0.023690097,-0.1193293,-0.15319285,-0.046051826,0.06487193,0.09536914,0.0017623964,-0.16436423,-0.19745094,1
44,0.0035751266,-0.40059847,0.011223381,0.07370642,0.086328804,-0.03704125,0.097827956,-0.105439454,0.00059911876,0.07974342,0.071689755,0.017744832,-0.071054325,-0.22127533,-0.07409936,0.07478758,-0.21671413,-0.049470592,-0.2512526,-0.051302847,0.326267,0.0888667,-0.014189117,-0.03294205,-0.048965607,-0.019702313,-0.03786915,0.0896522,-0.12304523,-0.027768565,0.14486603,-0.08114788,-0.2334874,-0.15519749,0.10307061,0.08630778,0.059943505,0.10500257,0.2635662,-0.06514789,-0.0722377,0.24545562,-0.2997912,0.0623501,-0.37511298,0.077136874,0.07433568,-0.05019528,-0.005307824,-0.027474672,-0.123108886,0.20777781,-0.10756501,-0.2977505,-0.048253216,-0.11541916,0.12692504,-0.10733239,-0.11740345,-0.21099278,-0.0045852144,-0.2013655,0.025135033,0.3517068,-0.15953451,-0.043114368,-0.083018295,-0.122016184,0.14103699,-0.0961074,0.15127,0.08712771,-0.28152597,-0.29399365,-0.12192716,0.11795217,0.067929596,-0.14438124,-0.043603722,0.1910975,0.039885942,0.06322313,-0.10861782,-0.18751551,-0.09930078,0.16226251,0.25501904,0.23425283,-0.06135215,0.013200422,0.048456863,0.13374864,0.19202766,-0.09556289,-0.16309515,0.096863545,0.18629654,-0.04208511,-0.20720626,0.046615906,0.09745177,0.14748606,0.020504268,-0.016059728,0.23638521,-0.011264415,0.3430627,-0.22871482,0.06862305,0.06201412,-0.12742008,0.03403633,0.032691855,-0.0053059226,-0.30404472,0.13010143,0.032403596,-0.13774563,0.11605701,-0.010983316,-0.13093254,-0.30933145,-0.020362047,0.134152,0.05879712,0.058172252,-0.19269401,-0.2767808,1
45,0.06238721,-0.27518454,-0.17703202,0.07444524,-0.030010365,-0.13611226,0.4274757,-0.045528833,0.19026767,-0.03089632,-0.0016946488,0.25025904,-0.21342126,0.021647695,0.109314546,-0.12629291,-0.31282765,0.013262771,-0.23356616,-0.008813762,0.3697017,-0.017821234,-0.066858,-0.07201271,0.105331056,0.031899784,-0.14135228,0.109822564,-0.18782996,0.005558017,-0.03802384,0.085947074,-0.2074756,-0.05585616,0.14039351,0.15972044,0.17146222,0.2103839,0.39241877,-0.09147391,0.13069148,0.048128605,-0.02896397,0.050276503,-0.27827197,0.08851908,-0.038857017,0.09533225,-0.038573716,-0.0026200924,0.17406882,0.0020106253,0.022754982,-0.02670636,0.046952374,-0.07925005,0.24320646,0.06563438,-0.04342379,-0.05530305,-0.07358497,0.01553637,-0.074633084,0.41733912,-0.066716544,-0.09698631,-0.059749734,-0.17205444,0.021158142,0.0040462855,-0.14526051,0.4176937,0.030850062,-0.07629086,0.00041111294,-0.07697437,0.22156623,0.08600458,-0.0038245728,0.37773687,-0.031508606,-0.046317857,-0.15659899,0.20532455,-0.24339227,0.22734176,0.13174641,0.06436566,-0.025952581,-0.11607462,-0.0021927876,0.28835648,0.20507699,-0.2490351,-0.23432869,0.054019827,0.16408935,0.060335644,-0.1493515,0.11335449,0.06334493,-0.031592168,-0.069713116,-0.016748037,0.16740562,-0.060189143,0.40226302,-0.17737031,0.33093408,-0.034597453,-0.07586677,0.12745649,-0.12002359,0.028783016,-0.21160387,-0.121782824,0.11039116,0.09144333,0.2589146,0.018809285,-0.21823634,-0.24412924,-0.20813265,-0.042706087,-0.050177682,0.19835636,-0.04659937,0.032482922,0
46,-0.00038715903,-0.35520384,0.109491125,0.06089328,0.32049012,-0.19164903,0.10821941,0.23115003,0.19004434,-0.06415824,0.003190033,0.20701283,0.0065301475,-0.07246837,0.17884848,-0.20802614,-0.38847637,-0.114170596,0.07234419,0.13757434,0.15555115,-0.12290458,-0.15771857,0.16557968,0.13659981,-0.03114272,-0.15149723,0.24191271,0.0608337,-0.031524424,-0.13717005,-0.23464872,0.0123774735,0.2147142,-0.33853638,0.030770613,-0.16550384,0.068592206,-0.06783147,-0.048267715,-0.052067,0.26009655,0.24473768,-0.15057378,-0.0111056585,0.05956355,-0.0024967473,-0.068384804,-0.17662296,-0.040546022,0.09517172,0.020013828,-0.24305366,0.05385022,-0.11894454,-0.14850637,0.16995333,-0.21896523,-0.20553339,-0.10785643,0.1426294,-0.08352568,-0.23627242,0.06828777,-0.050226096,0.058531426,-0.26340067,0.064830706,0.17362893,0.056643065,-0.20385747,-0.14159371,0.17472099,-0.02150705,-0.11959244,-0.004317025,-0.03957052,0.14338456,0.03105412,-0.20687008,0.042124134,-0.016178632,-0.23755828,-0.057120465,-0.026225245,0.040873695,0.20185873,-0.008969177,-0.05421084,0.18713406,0.10354921,0.2826074,-0.15680602,-0.10985328,-0.021494595,0.18175845,-0.094961144,-0.22089873,-0.17426981,0.13361642,-0.17464541,-0.15435699,-0.3644686,-0.055751648,0.10041036,0.19476525,0.11225956,-0.02297051,0.066304915,0.022200003,0.13955307,0.016231209,0.11105296,0.01587311,-0.45444375,0.07405747,0.0039514215,-0.038802892,-0.25540772,0.14538631,-0.027438942,-0.09548125,-0.33356112,0.080254294,0.06264895,-0.29861227,-0.09417757,0.057937898,1
47,-0.19135548,-0.21504362,-0.039840188,-0.12881172,0.050584,-0.043356676,-0.015759565,-0.04935099,-0.18479888,0.07780975,0.17516461,0.24513808,0.20013319,-0.04128736,0.1441825,-0.20338018,-0.37029618,-0.12060682,0.08675711,0.0839225,0.29642737,0.02001909,-0.051400077,0.2955772,0.090314455,0.20823033,0.037031304,0.0958158,0.038381323,0.0034009032,-0.041854303,0.031175518,0.010767992,0.21922354,0.03944382,-0.03408286,0.12396661,0.08244765,-0.012049383,-0.1717485,-0.08881476,0.002515259,-0.06757542,0.008355153,0.032901578,0.17926076,-0.045046605,0.009230755,-0.25760278,-0.12819062,0.042877696,0.050147645,-0.39083487,-0.08807185,-0.10614847,-0.051528733,0.15107016,-0.013096384,-0.14070448,-0.15588316,0.25641003,0.05243325,-0.20612885,0.35926962,-0.009012624,-0.081356995,-0.18383028,0.28292754,0.26343048,0.18980008,-0.17066985,-0.1594946,-0.04387696,0.0059377407,-0.08476302,0.030870732,0.29574388,-0.1784637,-0.0685907,0.05273047,0.05971434,0.013693543,-0.17307152,-0.19437674,-0.169314,0.056824524,0.05097252,-0.061437283,0.012586478,-0.079103656,0.20027055,0.17536128,-0.26859257,-0.22990905,-0.1534723,0.248273,-0.14976232,-0.0072946684,0.01039657,0.08372647,-0.0574958,-0.041511513,-0.1912033,0.0659616,0.26797417,0.14978674,-0.17101671,-0.11998137,-0.12948054,0.010023627,0.16265458,-0.09211673,0.041891422,-0.0045713596,-0.072303765,-0.15878469,-0.31336588,-0.003246239,-0.30310127,0.1265204,0.06109779,-0.07842185,-0.16284974,0.055482,0.048547503,-0.18220359,-0.12598386,-0.06839086,1
48,0.06408346,-0.26281944,0.017855989,0.09955517,-0.04133351,0.08588557,0.16630599,-0.03915285,0.14839168,0.13615744,-0.22980921,0.29166776,0.3175204,0.068446495,0.029313214,-0.24421336,-0.36614934,-0.17689326,-0.0041760155,-0.0841184,0.5065291,-0.008823092,-0.15818238,0.14331618,0.09564688,-0.1482255,-0.0822985,-0.091965586,-0.024501381,-0.18233804,-0.05374936,-0.24917005,-0.06755499,0.1756905,-0.26840276,-0.0989297,-0.024277302,0.21579964,0.06631432,0.025174497,-0.16614035,-0.03636448,-0.042501096,0.15966232,0.076034375,0.2234197,0.033438023,0.0045715785,-0.09984011,-0.005874148,0.0035318956,-0.093456686,-0.044831377,-0.047015823,-0.22055402,-0.17131694,-0.010759699,-0.17951204,-0.104531474,-0.14504035,0.26548997,0.33557516,-0.038909737,0.11014442,0.009943443,-0.10715768,-0.22990392,0.11772365,0.2638794,-0.020121217,-0.22071052,-0.09582743,0.011630712,-0.11240935,-0.09594165,-0.026373196,0.1602485,-0.18940587,0.076192506,-0.13031581,0.12192792,-0.060363103,-0.15538435,-0.1068674,-0.05608153,0.08294075,0.21990006,0.09217106,-0.1787014,0.26629624,-0.03622533,0.18157639,0.064701825,-0.27095947,-0.0528408,0.20751008,-0.0428313,-0.1139644,-0.017856939,0.32907417,-0.013423726,0.0011453024,-0.15120684,-0.10010457,0.18059331,0.24420181,0.08779251,-0.1043408,0.048166163,-0.21625945,0.14145014,-0.022577088,-0.074164204,0.12024277,-0.2884168,-0.17466675,0.028499365,0.22048555,-0.41150454,-0.11530261,0.102678984,-0.16691002,-0.05343969,0.023238592,-0.3027179,-0.07549987,0.13189441,-0.04302328,0
49,-0.09919235,-0.58843434,0.0063723335,0.07669146,0.13770479,-0.25140712,0.11620612,-0.16207142,-0.0065380344,-0.14146672,-0.064570494,0.08932376,0.061464958,-0.15075985,-0.07603835,-0.21606348,-0.4526034,-0.02432482,0.09108788,0.0099166725,0.41698816,-0.02583004,0.18390661,-0.06347853,0.2277135,0.1431152,-0.20457666,-0.03114749,0.018219834,0.007987631,-0.07380844,-0.07981104,0.08506202,0.22224467,-0.1684561,-0.16295788,0.046525676,0.035924505,-0.07839545,-0.08683959,-0.059958618,0.10465988,-0.02195207,-0.15427114,0.02302367,0.07233785,-0.28018618,-0.09594581,-0.16750702,-0.20848283,-0.08159701,-0.21010883,-0.1865904,-0.043499004,-0.23982595,0.04173496,0.13037078,0.070543654,-0.061776143,-0.1647311,-0.015356628,0.23427296,-0.10419164,-0.09709736,-0.029768841,-0.30080035,-0.2712109,0.030907864,0.11263725,0.1884853,-0.16208626,-0.06832125,0.16552679,0.027270723,-0.15403439,0.1537281,0.21703136,-0.31350386,0.1826336,-0.03681392,-0.16510299,0.042032305,0.122734375,-0.10030641,-0.064195104,-0.06784946,-0.041125413,-0.1388199,0.10554739,-0.08978248,0.3115695,0.19303687,-0.11769238,-0.22384475,0.12435484,0.43287146,-0.119406,0.09335501,0.039911225,-0.080243245,-0.044015385,-0.1337237,-0.12771527,-0.06880928,0.33094195,0.12762034,-0.1720719,0.09433433,0.05714757,-0.049318228,-0.016309453,-0.009912778,0.19117077,-0.049243305,-0.30682564,-0.07599488,-0.3013578,0.14243157,-0.36851647,0.00056221645,0.0691612,0.054127194,-0.026808728,-0.06988887,0.10231873,-0.20911562,0.04720044,-0.1784338,0
50,-0.17915018,-0.073321365,-0.026264276,-0.20896848,0.043880403,-0.08885789,0.1045574,0.08298909,-0.010280157,0.050120506,0.0034811564,0.06341408,0.06682824,-0.28466082,-0.2561009,-0.2161692,-0.009009729,-0.040655907,0.00546257,0.15973815,0.08270073,-0.07420352,-0.053608365,-0.051330518,0.00041338743,0.17203775,0.2091633,0.13116445,0.08388513,-0.19317372,-0.17153779,0.057545245,-0.06558913,-0.041561995,0.1817703,0.015441902,0.07064927,0.041662652,-0.056393635,0.071157925,-0.13551362,0.30566025,0.08762022,-0.12006926,-0.07129603,0.18735482,0.07157968,-0.18463035,0.13591415,-0.15568031,-0.11376082,0.0034771285,0.23111737,-0.31389195,0.13185732,0.10452023,-0.091474295,-0.07374017,-0.21063237,0.0030524433,0.1137402,-0.15880765,-0.20695926,0.032281388,-0.104396686,-0.083049096,-0.09662551,-0.25427097,0.007211789,0.18574458,-0.050793864,0.09532471,0.3289942,-0.11945888,0.12615716,0.13363762,0.07505983,0.35020623,0.2273391,0.025959056,0.085974574,-0.093905106,-0.1498096,-0.34443048,-0.1333106,0.2375683,0.27885,0.19702789,-0.16240636,0.069223925,-0.07957726,0.15721188,-0.21200955,-0.027484953,-0.22914617,-0.0018142932,-0.17741579,-0.18654862,-0.04336024,0.29183805,-0.13553818,0.0788911,-0.19553243,-0.009003527,0.22704116,0.24709609,0.13852106,0.018266499,-0.100539796,-0.16734351,0.09387962,-0.13560295,0.09328955,-0.012038495,-0.047700167,-0.0432549,-0.12303316,0.030329678,-0.10349304,0.42109826,-0.07012052,-0.008292281,-0.25672305,-0.097282626,-0.04387241,0.108846426,-0.027439674,0.09478915,1
51,-0.23990391,0.10294068,-0.15983757,0.011919758,0.18090357,0.077355914,0.04187698,-0.054268584,0.26752666,0.062487323,-0.105486095,-0.0070783845,0.05342104,-0.37468657,-0.07925205,-0.40468794,-0.027153196,0.06064901,0.09016799,-0.17210189,0.049836315,0.08603038,-0.025048422,-0.26276645,0.01745893,0.094099574,0.37233388,-0.043648075,-0.067147,-0.07837433,-0.11784775,0.118562706,-0.09065788,-0.022564191,-0.015039609,-0.119972154,-0.10636552,-0.14643048,-0.047513053,0.067488864,-0.1612604,0.13086337,-0.04148684,-0.021412114,-0.11084732,-0.045469385,-0.2132272,-0.20852417,-0.09172355,-0.17755847,-0.47841024,-0.16100399,0.012457898,-0.3610602,-0.10620209,-0.087707624,-0.06481779,-0.007938924,-0.24904105,0.022570783,-0.15553638,-0.02018117,-0.16441599,0.13999017,-0.17893448,0.12167454,-0.25769523,0.07128645,-0.29901478,0.13544662,0.045571495,0.09338881,0.13221313,-0.07182181,0.12041827,-0.16741909,0.056909785,0.28214276,0.28249636,0.10792876,0.11009756,-0.16039446,-0.15652877,-0.20623784,-0.066046886,0.2835019,-0.15557706,0.044876855,-0.12435479,-0.26964456,-0.25462407,0.20706145,-0.25261715,-0.011375272,-0.10038255,-0.0041099745,-0.23241639,0.013441865,-0.10592737,0.2531737,0.09459862,0.1366446,-0.2485905,-0.2486055,0.31653112,0.18921532,0.05191752,0.29507035,-0.057038117,-0.1185758,0.24195656,0.027898338,-0.002748788,-0.047720876,-0.13083676,-0.033648632,-0.04866801,0.010614634,-0.15069596,0.2523281,0.14997652,0.051269326,-0.11763131,0.06398761,0.09465723,0.3640449,-0.0073093115,0.010512797,0
